Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
30109.0,648.076,244.364947,157.261706,1.553874,0.765402,30471.0,195.795734,0.787534,0.98812,0.900854,0.801243,0.008116,0.002063,0.641991,0.997573,DERMASON
34841.0,670.201,223.722491,198.530793,1.126891,0.461005,35122.0,210.620367,0.787581,0.991999,0.974743,0.941436,0.006421,0.003111,0.886301,0.998765,SEKER
25730.0,793.7559999999999,220.806439,149.059642,1.481329,0.737754,26113.0,180.99849,0.797014,0.985333,0.890694,0.819716,0.008582,0.00239,0.671934,0.995355,DERMASON
25155.0,611.729,234.658348,136.951607,1.71344,0.812026,25553.0,178.964635,0.699761,0.984425,0.844726,0.76266,0.009328,0.001947,0.581651,0.996624,DERMASON
31511.0,652.328,243.979013,164.68033,1.481531,0.737838,31768.0,200.3024,0.802154,0.99191,0.930551,0.820982,0.007743,0.00217,0.674012,0.998569,DERMASON
31864.0,664.41,255.171611,159.311032,1.60172,0.781162,32187.0,201.421213,0.797118,0.989965,0.907064,0.789356,0.008008,0.001918,0.623083,0.998004,DERMASON
44487.0,782.475,299.631194,189.512148,1.581066,0.774573,44833.0,237.997075,0.806435,0.992282,0.913066,0.7943,0.006735,0.001654,0.630913,0.997514,SIRA
173366.0,1577.459,586.718595,378.779386,1.548972,0.763685,175139.0,469.825975,0.776229,0.989877,0.875503,0.800769,0.003384,0.000858,0.641231,0.993248,BOMBAY
37548.0,703.892,246.059929,194.431853,1.265533,0.612874,37881.0,218.649488,0.782739,0.991209,0.952324,0.888603,0.006553,0.00252,0.789615,0.999283,SEKER
81515.0,1194.963,416.041606,251.256425,1.655845,0.797044,83485.0,322.161639,0.730192,0.976403,0.717362,0.77435,0.005104,0.001132,0.599617,0.992873,BARBUNYA
36384.0,689.513,239.469742,193.653529,1.236589,0.588254,36749.0,215.233705,0.755199,0.990068,0.961691,0.898793,0.006582,0.002649,0.807829,0.998952,SEKER
32619.0,668.9,252.611314,165.153356,1.529556,0.756681,33013.0,203.793525,0.794345,0.988065,0.916132,0.806747,0.007744,0.002024,0.650841,0.995498,DERMASON
94013.0,1186.708,460.566054,261.524721,1.76108,0.823144,94873.0,345.978423,0.80129,0.990935,0.8389,0.751203,0.004899,0.000962,0.564305,0.993787,CALI
67439.0,998.962,357.310109,240.533746,1.485488,0.739479,68597.0,293.029012,0.746081,0.983119,0.849226,0.820097,0.005298,0.001478,0.672559,0.999079,BARBUNYA
38347.0,705.936,245.571678,199.19234,1.232837,0.584856,38686.0,220.96361,0.778019,0.991237,0.966965,0.899793,0.006404,0.002589,0.809627,0.998138,SEKER
60155.0,959.281,352.887466,217.492232,1.622529,0.787494,61020.0,276.7521,0.681968,0.985824,0.821467,0.78425,0.005866,0.001369,0.615049,0.997934,BARBUNYA
41486.0,753.173,278.307246,190.358135,1.462019,0.729496,41862.0,229.829536,0.805366,0.9882721783557826,0.919014,0.825812,0.006708,0.001925,0.681966,0.997047,HOROZ
35589.0,687.923,235.063906,192.994447,1.217983,0.570885,35977.0,212.869261,0.779999,0.989215,0.945031,0.90558,0.006605,0.00274,0.820076,0.998838,SEKER
32799.0,674.253,247.403785,169.041895,1.463565,0.730172,33170.0,204.355044,0.727251,0.988815,0.906619,0.825998,0.007543,0.002166,0.682273,0.99855,DERMASON
86893.0,1120.096,435.002447,256.651652,1.694914,0.807403,88335.0,332.619308,0.676869,0.9882721783557826,0.87033,0.764638,0.005006,0.001056,0.584671,0.990967,CALI
49489.0,793.7559999999999,321.187078,197.926532,1.622759,0.787563,50038.0,251.02062,0.791685,0.989028,0.879779,0.78154,0.00649,0.001494,0.610805,0.99119,SIRA
39320.0,736.459,271.215866,185.221512,1.464278,0.730484,39800.0,223.749366,0.767145,0.98794,0.911016,0.824986,0.006898,0.001971,0.680602,0.996591,SIRA
86458.0,1138.801,449.829574,246.562894,1.824401,0.836396,87340.0,331.785691,0.649084,0.989902,0.83776,0.737581,0.005203,0.00095,0.544026,0.992521,CALI
65049.0,964.019,371.516643,224.067284,1.658058,0.797654,65696.0,287.789783,0.813072,0.990152,0.879588,0.8013238834930053,0.005711,0.001269,0.600059,0.994933,CALI
60515.0,931.443,346.296114,223.478081,1.549575,0.763897,61176.0,277.578982,0.769607,0.989195,0.876517,0.801565,0.005722,0.001457,0.642507,0.995613,CALI
40369.0,760.189,276.614481,186.12485,1.486177,0.739763,40986.0,226.714374,0.72775,0.984946,0.877839,0.819604,0.006852,0.001907,0.671751,0.998341,DERMASON
26698.0,597.935,207.566043,164.228792,1.263883,0.611542,26987.0,184.371769,0.763171,0.989291,0.938384,0.888256,0.007775,0.002985,0.788999,0.997202,DERMASON
29243.0,630.512,234.816968,158.935717,1.477434,0.736122,29597.0,192.959436,0.777739,0.988039,0.924368,0.821744,0.00803,0.002259,0.675263,0.997657,DERMASON
65824.0,983.196,374.933576,225.920872,1.659579,0.798072,66684.0,289.499084,0.831804,0.987103,0.855685,0.772134,0.005696,0.001249,0.596191,0.989427,CALI
39102.0,715.945,254.584549,195.929847,1.299366,0.638519,39444.0,223.128243,0.751933,0.991329,0.958627,0.876441,0.006511,0.00237,0.768148,0.998105,SEKER
70037.0,1019.075,382.372077,236.244962,1.618541,0.786303,71309.0,298.619956,0.703925,0.982162,0.847472,0.780967,0.00546,0.001253,0.609909,0.987163,CALI
57775.0,958.851,388.413948,190.131478,2.04287,0.871999,58521.0,271.222076,0.626491,0.987252,0.789674,0.698281,0.006723,0.000986,0.487596,0.996096,HOROZ
40172.0,721.945,244.903712,209.376805,1.169679,0.518735,40501.0,226.160516,0.819736,0.991877,0.968557,0.923467,0.006096,0.002735,0.852791,0.997492,SEKER
38179.0,717.156,252.900121,192.607007,1.313037,0.648055,38587.0,220.479052,0.808261,0.989426,0.93284,0.871803,0.006624,0.00236,0.76004,0.997961,DERMASON
36677.0,690.331,239.38147,195.210938,1.226271,0.578784,36981.0,216.098604,0.777665,0.99178,0.967139,0.902737,0.006527,0.002674,0.814935,0.999331,SEKER
76794.0,1045.608,395.753851,248.749834,1.590971,0.777772,78051.0,312.693392,0.734126,0.983895,0.882672,0.790121,0.005153,0.001239,0.624291,0.993229,CALI
70563.0,998.451,386.318965,233.877396,1.651801,0.795922,71406.0,299.739223,0.751678,0.988194,0.889474,0.775885,0.005475,0.001224,0.601998,0.994381,CALI
159200.0,1537.846,577.679931,354.211381,1.63089,0.789957,162095.0,450.221874,0.803067,0.98214,0.845916,0.779362,0.003629,0.000826,0.607405,0.990612,BOMBAY
39956.0,745.166,273.867402,186.564001,1.467954,0.732079,40504.0,225.551678,0.796,0.98647,0.904244,0.82358,0.006854,0.001945,0.678284,0.99569,DERMASON
47551.0,821.031,314.542679,192.974085,1.629974,0.789689,47966.0,246.056525,0.741316,0.991348,0.886442,0.782268,0.006615,0.001528,0.611942,0.99745,SIRA
59986.0,985.188,403.037411,189.976099,2.121516,0.88194,60707.0,276.363072,0.618056,0.988123,0.776643,0.685701,0.006719,0.000916,0.470186,0.997506,HOROZ
30074.0,645.524,234.392264,164.011997,1.429117,0.714404,30430.0,195.6819,0.718442,0.9882721783557826,0.906935,0.834848,0.007794,0.002335,0.696971,0.996053,DERMASON
30455.0,659.854,250.916713,155.145693,1.617297,0.78593,30828.0,196.917522,0.736535,0.987901,0.878967,0.784792,0.008239,0.001928,0.615899,0.996092,DERMASON
82879.0,1099.559,409.282144,262.310497,1.560296,0.767621,85153.0,324.845841,0.682233,0.973295,0.861425,0.793697,0.004938,0.001209,0.629954,0.982915,CALI
47002.0,847.653,346.969277,173.407248,2.000893,0.866154,47610.0,244.631979,0.701774,0.98723,0.822034,0.705054,0.007382,0.001125,0.497101,0.994645,HOROZ
49949.0,878.258,357.200948,178.766749,1.99814,0.865756,50449.0,252.18454,0.618502,0.990089,0.813753,0.706002,0.007151,0.001096,0.498439,0.99595,HOROZ
44202.0,799.28,305.684317,185.050729,1.651895,0.795948,44755.0,237.233502,0.715938,0.987644,0.869469,0.776074,0.006916,0.001547,0.60229,0.99492,SIRA
45937.0,793.7559999999999,286.12968,204.662478,1.398056,0.698839,46393.0,241.844588,0.755269,0.990171,0.935864,0.845227,0.006229,0.001961,0.714409,0.998784,SIRA
169410.0,1566.793,573.451426,380.042361,1.508914,0.74886,172175.0,464.434615,0.746181,0.983941,0.867213,0.809894,0.003385,0.000898,0.655928,0.989739,BOMBAY
26148.0,599.118,218.272286,152.953095,1.427054,0.713412,26484.0,182.462784,0.740527,0.987313,0.915427,0.835941,0.008348,0.002514,0.698798,0.997222,DERMASON
30833.0,646.993,239.170384,164.282561,1.455848,0.726766,31162.0,198.135799,0.777159,0.989442,0.925607,0.828429,0.007757,0.002254,0.686295,0.999142,DERMASON
37493.0,695.177,242.867206,196.683832,1.23481,0.586649,37758.0,218.489291,0.781772,0.992982,0.974921,0.899625,0.006478,0.002617,0.809324,0.999362,SEKER
66945.0,793.7559999999999,373.736486,228.229565,1.637546,0.791885,67778.0,291.9538,0.747755,0.98771,0.846701,0.781176,0.005583,0.001282,0.610235,0.999288,BARBUNYA
79681.0,1063.993,415.282545,245.756565,1.689813,0.806098,80392.0,318.516876,0.763272,0.991156,0.884478,0.766988,0.005212,0.001113,0.588271,0.994068,CALI
152533.0,1504.648,548.894235,354.891811,1.546652,0.762865,154915.0,440.693825,0.774909,0.984624,0.84665,0.802876,0.003599,0.000922,0.644609,0.996987,BOMBAY
39037.0,712.794,250.782231,198.444192,1.263742,0.611427,39368.0,222.94271,0.741443,0.991592,0.965513,0.888989,0.006424,0.002475,0.790302,0.998738,SEKER
55300.0,930.782,379.682756,185.923109,2.042149,0.871902,56000.0,265.349104,0.626856,0.9875,0.802119,0.698871,0.006866,0.00101,0.48842,0.997427,HOROZ
48421.0,892.167,351.75824,175.894725,1.999823,0.866,49144.0,248.297265,0.799686,0.985288,0.764454,0.705875,0.007265,0.001113,0.498259,0.99643,HOROZ
36044.0,717.225,273.907821,168.170754,1.628748,0.789331,36500.0,214.22569,0.698527,0.987507,0.880505,0.782109,0.007599,0.001754,0.611694,0.996296,DERMASON
68412.0,1000.541,382.768678,231.404049,1.654114,0.796565,69728.0,295.135331,0.769937,0.981127,0.858761,0.771054,0.005595,0.00122,0.594524,0.983411,CALI
33019.0,655.703,224.450211,187.502627,1.197051,0.549663,33340.0,205.039256,0.764329,0.990372,0.965071,0.913518,0.006798,0.00292,0.834515,0.998957,SEKER
42818.0,828.988,334.976125,163.372447,2.050383,0.873004,43434.0,233.48998,0.620443,0.985818,0.78296,0.697035,0.007823,0.001139,0.485857,0.996194,HOROZ
60730.0,951.837,340.026971,228.242007,1.489765,0.741234,61724.0,278.071641,0.745748,0.9882721783557826,0.842341,0.817793,0.005599,0.001545,0.668785,0.996333,BARBUNYA
50215.0,833.741,322.724282,198.95224,1.622119,0.787373,50652.0,252.855144,0.691495,0.991373,0.907781,0.783502,0.006427,0.001494,0.613875,0.995779,SIRA
51877.0,878.699,343.81914,194.994512,1.763225,0.82362,53063.0,257.005541,0.681874,0.977649,0.844315,0.747502,0.006628,0.001276,0.558759,0.985218,SIRA
47712.0,812.843,296.492368,205.116899,1.44548,0.722078,48276.0,246.472727,0.743108,0.988317,0.907453,0.831295,0.006214,0.001831,0.691052,0.998902,SIRA
44358.0,785.631,288.303275,196.970714,1.463686,0.730225,44898.0,237.651761,0.791937,0.987973,0.903118,0.824312,0.006499,0.001851,0.67949,0.99456,SIRA
34878.0,671.541,225.413504,197.147956,1.143372,0.484835,35188.0,210.732173,0.765204,0.99119,0.971888,0.934869,0.006463,0.003045,0.873981,0.999285,SEKER
95824.0,1306.551,451.44165,272.13463,1.658891,0.797883,98004.0,349.29487,0.714619,0.977756,0.705393,0.773732,0.004711,0.001042,0.598661,0.993114,BARBUNYA
107911.0,1298.822,498.597779,279.350337,1.784848,0.828309,110337.0,370.67041,0.731898,0.978013,0.803852,0.743426,0.00462,0.000871,0.552682,0.986453,CALI
27888.0,618.792,228.801308,155.494565,1.471442,0.733578,28201.0,188.435942,0.758176,0.988901,0.915246,0.823579,0.008204,0.002328,0.678282,0.998053,DERMASON
36417.0,714.972,258.611887,179.446348,1.441166,0.720088,36862.0,215.33129,0.780041,0.987928,0.895233,0.832643,0.007101,0.002106,0.693294,0.999151,SIRA
173392.0,793.7559999999999,620.246277,358.08761,1.732108,0.81651,175368.0,469.861204,0.839041,0.988732,0.842666,0.75754,0.003577,0.000727,0.573866,0.993998,BOMBAY
36032.0,741.973,238.768228,192.476741,1.240504,0.591747,36713.0,214.190026,0.771745,0.981451,0.822474,0.897063,0.006627,0.002647,0.804721,0.99826,SEKER
81592.0,1092.977,432.95951,242.334919,1.786616,0.828684,82729.0,322.313762,0.808546,0.986256,0.858293,0.744443,0.005306,0.001005,0.554196,0.990135,CALI
48733.0,863.324,353.464615,177.242391,1.994244,0.865191,49160.0,249.095931,0.694281,0.991314,0.821647,0.704727,0.007253,0.001104,0.49664,0.990421,HOROZ
166208.0,1531.455,564.885442,377.133633,1.497839,0.744495,167540.0,460.024563,0.758982,0.99205,0.89054,0.814368,0.003399,0.000922,0.663195,0.993359,BOMBAY
58360.0,1017.74,343.405879,217.043368,1.582199,0.774943,59984.0,272.591746,0.737716,0.972926,0.70803,0.793789,0.005884,0.001441,0.630101,0.996945,BARBUNYA
56392.0,930.097,371.957125,195.005333,1.90742,0.851553,57178.0,267.956199,0.732782,0.986253,0.819164,0.720395,0.006596,0.001096,0.51897,0.989893,HOROZ
35117.0,702.913,269.773098,166.832629,1.617028,0.785849,35493.0,211.452957,0.675587,0.9882721783557826,0.893149,0.783818,0.007682,0.001789,0.61437,0.993454,DERMASON
135898.0,1385.644,509.443318,341.490064,1.491825,0.742072,137538.0,415.969599,0.754788,0.988076,0.889446,0.816518,0.003749,0.001028,0.666702,0.994602,BOMBAY
45904.0,793.7559999999999,329.01145,179.231349,1.83568,0.838594,46654.0,241.757705,0.716533,0.983924,0.830128,0.7348,0.007167,0.001289,0.539931,0.991142,SIRA
72828.0,1057.896,378.011438,246.124844,1.535852,0.758988,73854.0,304.511887,0.715951,0.986108,0.817753,0.805563,0.00519,0.001348,0.648931,0.996662,BARBUNYA
66871.0,990.128,372.968458,229.41789,1.625717,0.788439,67765.0,291.792395,0.801868,0.986807,0.857166,0.782351,0.005577,0.001289,0.612074,0.995058,BARBUNYA
45915.0,804.283,312.535535,187.308255,1.668563,0.800511,46329.0,241.78667,0.792048,0.991064,0.891963,0.773629,0.006807,0.001504,0.598502,0.998639,SIRA
58720.0,978.223,395.666772,189.562736,2.08726,0.877762,59408.0,273.431209,0.625406,0.988419,0.771117,0.691064,0.006738,0.000948,0.47757,0.996813,HOROZ
47134.0,811.933,307.54098,195.457791,1.573439,0.772059,47608.0,244.975249,0.78039,0.990044,0.89847,0.796561,0.006525,0.00162,0.63451,0.998363,SIRA
40142.0,793.7559999999999,265.016124,193.260707,1.371288,0.684257,40542.0,226.076053,0.781855,0.990134,0.931523,0.853065,0.006602,0.002157,0.72772,0.997914,SEKER
67044.0,981.016,376.872212,228.251745,1.651125,0.795733,67723.0,292.169595,0.800401,0.989974,0.875422,0.775248,0.005621,0.001252,0.60101,0.992343,CALI
82389.0,1085.575,415.392052,253.786303,1.636779,0.791664,83043.0,323.884135,0.799893,0.9882721783557826,0.878536,0.779707,0.005042,0.001149,0.607943,0.995069,CALI
32934.0,668.197,221.408731,189.601811,1.167756,0.516408,33401.0,204.775172,0.776709,0.986018,0.926927,0.924874,0.006723,0.003034,0.855392,0.998889,SEKER
80035.0,1129.156,385.280099,265.556875,1.450838,0.724517,81623.0,319.223632,0.80083,0.980545,0.788827,0.828549,0.004814,0.001399,0.686494,0.995992,BARBUNYA
35364.0,692.505,258.796182,174.270226,1.485028,0.739289,35651.0,212.195295,0.760647,0.99195,0.926671,0.819932,0.007318,0.00204,0.672289,0.998368,DERMASON
38550.0,714.519,238.485261,206.138271,1.156919,0.502865,38916.0,221.547702,0.792036,0.990595,0.94887,0.928979,0.006186,0.002842,0.863001,0.998422,SEKER
49425.0,829.027,312.296584,202.487948,1.542297,0.761314,49900.0,250.858256,0.749409,0.990481,0.903689,0.803269,0.006319,0.001623,0.645242,0.995154,SIRA
60121.0,964.754,399.893784,192.674343,2.075491,0.876274,60593.0,276.673878,0.809176,0.99221,0.811714,0.691868,0.006651,0.00094,0.478682,0.9935,HOROZ
32457.0,670.787,245.264363,168.815101,1.452858,0.725428,32787.0,203.286832,0.718966,0.989935,0.906461,0.828848,0.007557,0.0022,0.686989,0.998097,DERMASON
42209.0,749.314,262.250085,205.199924,1.278022,0.622702,42613.0,231.823571,0.763522,0.990519,0.944685,0.883979,0.006213,0.00234,0.781419,0.998671,SEKER
52566.0,874.526,340.802308,197.797917,1.722982,0.814339,53378.0,258.70661,0.67147,0.984788,0.863713,0.75911,0.006483,0.001328,0.576249,0.992866,SIRA
42552.0,793.738,313.311289,174.189284,1.798683,0.831207,43067.0,232.763591,0.645324,0.988042,0.848742,0.742915,0.007363,0.001384,0.551922,0.992733,HOROZ
43732.0,796.006,293.462313,190.307385,1.542044,0.761223,44378.0,235.968879,0.697736,0.985443,0.867314,0.804086,0.00671,0.00173,0.646554,0.997015,SIRA
36085.0,689.809,237.310399,193.835087,1.22429,0.576921,36414.0,214.347496,0.755928,0.990965,0.952969,0.903237,0.006576,0.0027,0.815837,0.998821,SEKER
70000.0,793.7559999999999,401.151182,222.821111,1.800328,0.831547,70675.0,298.541066,0.807568,0.990449,0.825534,0.744211,0.005731,0.001084,0.55385,0.997112,CALI
64782.0,974.821,374.858485,221.317487,1.693759,0.807109,65489.0,287.198545,0.797327,0.989204,0.856672,0.766152,0.005786,0.00123,0.586989,0.994217,CALI
29310.0,640.286,238.640377,156.772657,1.522207,0.753942,29686.0,193.180359,0.773188,0.987334,0.898416,0.809504,0.008142,0.002157,0.655297,0.997497,DERMASON
66972.0,986.094,368.111283,232.492893,1.583323,0.775308,67922.0,292.012669,0.741489,0.986013,0.865499,0.793273,0.005496,0.001343,0.629282,0.996356,CALI
76760.0,1060.544,391.241631,251.158463,1.557748,0.766745,77743.0,312.624163,0.744628,0.987356,0.857605,0.799056,0.005097,0.001282,0.638491,0.994609,BARBUNYA
39802.0,750.551,279.376956,183.504018,1.522457,0.754036,40728.0,225.116593,0.796693,0.977264,0.88788,0.8013238834930053,0.007019,0.001825,0.649283,0.988505,SIRA
32771.0,660.823,240.408019,173.838912,1.382936,0.690744,33168.0,204.267798,0.764963,0.988031,0.943038,0.849671,0.007336,0.002359,0.721941,0.998398,DERMASON
46955.0,873.017,360.907846,166.763912,2.164184,0.886845,47609.0,244.509637,0.65779,0.986263,0.774188,0.677485,0.007686,0.000999,0.458986,0.99333,HOROZ
38068.0,714.916,260.521419,186.526396,1.3967,0.698128,38437.0,220.158313,0.78904,0.9904,0.935966,0.845068,0.006844,0.002153,0.71414,0.997439,DERMASON
36860.0,704.322,238.888659,196.710016,1.21442,0.567406,37289.0,216.637046,0.78037,0.988495,0.933733,0.906854,0.006481,0.002704,0.822383,0.998719,SEKER
84382.0,1101.786,422.363429,257.704188,1.638947,0.792287,85894.0,327.778125,0.777686,0.982397,0.873505,0.776057,0.005005,0.00112,0.602265,0.98708,CALI
48689.0,849.403,316.891957,198.659501,1.595151,0.7791,49911.0,248.983454,0.80099,0.975516,0.848034,0.785705,0.006508,0.00153,0.617332,0.984737,SIRA
54486.0,879.66,327.839363,212.242479,1.544645,0.762152,55017.0,263.388933,0.72398,0.990348,0.884841,0.803409,0.006017,0.001546,0.645465,0.997015,SIRA
55106.0,927.101,371.976078,190.338253,1.95429,0.859167,55705.0,264.883254,0.77636,0.989247,0.805665,0.8013238834930053,0.00675,0.001071,0.507083,0.990987,HOROZ
40351.0,798.577,323.546597,159.402519,2.029746,0.870215,40826.0,226.663823,0.675998,0.988365,0.795116,0.70056,0.008018,0.001191,0.490784,0.996168,HOROZ
27528.0,621.479,240.164654,146.183777,1.642895,0.793415,27819.0,187.215753,0.786829,0.98954,0.895636,0.779531,0.008724,0.001987,0.607668,0.998335,DERMASON
65532.0,793.7559999999999,366.868767,227.88341,1.609897,0.783685,66381.0,288.856251,0.703171,0.98721,0.865334,0.787356,0.005598,0.001327,0.619929,0.998022,BARBUNYA
67407.0,990.057,386.696618,223.591457,1.729479,0.815889,68200.0,292.959482,0.743022,0.988372,0.864161,0.757595,0.005737,0.001166,0.57395,0.992635,CALI
42827.0,793.7559999999999,315.100763,173.405675,1.817131,0.834955,43517.0,233.514518,0.740017,0.984144,0.844185,0.741079,0.007358,0.001369,0.549198,0.997964,SIRA
35795.0,684.955,227.565012,200.513615,1.134911,0.47288,36124.0,213.484448,0.768018,0.990892,0.958756,0.938125,0.006357,0.003037,0.880079,0.998811,SEKER
35735.0,684.121,235.48912,193.432329,1.217424,0.570343,36043.0,213.30545,0.750231,0.991455,0.959484,0.905797,0.00659,0.002736,0.820469,0.998859,SEKER
71262.0,1014.354,384.587131,238.023418,1.615753,0.785465,71891.0,301.220179,0.737358,0.991251,0.87034,0.78323,0.005397,0.001253,0.613449,0.991183,CALI
51906.0,896.485,327.382504,202.81318,1.614207,0.784997,52774.0,257.077365,0.776327,0.983553,0.811599,0.785251,0.006307,0.001479,0.616619,0.995351,BARBUNYA
77217.0,1118.397,394.653138,249.629088,1.580958,0.774538,78697.0,313.553405,0.705178,0.981194,0.775766,0.794504,0.005111,0.001256,0.631236,0.997958,BARBUNYA
24190.0,572.586,205.650139,150.613145,1.36542,0.680901,24510.0,175.498332,0.779267,0.986944,0.92718,0.8013238834930053,0.008501,0.002781,0.728263,0.994384,DERMASON
34004.0,659.963,229.059751,189.16504,1.210899,0.563915,34277.0,208.075077,0.781971,0.992035,0.981072,0.908388,0.006736,0.002829,0.825168,0.999195,SEKER
33167.0,793.7559999999999,245.366812,172.542499,1.422066,0.71099,33555.0,205.498263,0.798185,0.988437,0.929379,0.837514,0.007398,0.002245,0.701431,0.99748,DERMASON
69637.0,1008.888,393.414506,227.693183,1.727827,0.815497,70819.0,297.765986,0.740496,0.98331,0.859734,0.756876,0.00565,0.001144,0.572861,0.989805,CALI
37191.0,731.21,287.206297,166.615182,1.72377,0.814528,37794.0,217.607564,0.721847,0.984045,0.874105,0.75767,0.007722,0.00157,0.574064,0.989554,DERMASON
23971.0,580.59,217.290655,141.105725,1.539914,0.760458,24255.0,174.702104,0.784777,0.988291,0.893628,0.804002,0.009065,0.002336,0.646419,0.99543,DERMASON
91010.0,793.7559999999999,428.462841,271.012131,1.580973,0.774542,92343.0,340.407889,0.699259,0.985565,0.798828,0.794486,0.004708,0.001157,0.631209,0.997924,BARBUNYA
28348.0,621.595,232.399146,155.613523,1.493438,0.742726,28636.0,189.983669,0.766991,0.989943,0.921971,0.817489,0.008198,0.002258,0.668288,0.998046,DERMASON
60108.0,921.726,351.502206,218.551118,1.608329,0.783205,60547.0,276.643964,0.809448,0.992749,0.889075,0.787033,0.005848,0.001384,0.619422,0.996234,CALI
46474.0,783.172,278.497778,212.653987,1.309629,0.645719,46851.0,243.254054,0.782918,0.991953,0.952151,0.873451,0.005993,0.002152,0.762916,0.999137,SEKER
27634.0,621.52,235.408863,149.787153,1.571623,0.771454,27960.0,187.575856,0.804811,0.98834,0.898966,0.796809,0.008519,0.002118,0.634904,0.99783,DERMASON
41276.0,743.692,266.998594,197.297958,1.353276,0.673763,41632.0,229.247106,0.733796,0.991449,0.937824,0.858608,0.006469,0.002169,0.737208,0.997645,SEKER
33763.0,677.873,254.254492,169.444818,1.500515,0.745561,34030.0,207.33641,0.807109,0.992154,0.923324,0.815468,0.007531,0.002054,0.664988,0.997825,DERMASON
47532.0,816.906,307.333303,197.333928,1.557428,0.766634,47942.0,246.007362,0.711994,0.991448,0.895059,0.800458,0.006466,0.001637,0.640733,0.997895,SIRA
37884.0,703.214,246.514878,195.983905,1.257832,0.606585,38173.0,219.625606,0.799494,0.992429,0.962699,0.890922,0.006507,0.002529,0.793743,0.998395,SEKER
77456.0,1095.843,400.138835,248.456095,1.610501,0.78387,78640.0,314.038281,0.835682,0.984944,0.810528,0.784823,0.005166,0.001209,0.615948,0.991984,BARBUNYA
38688.0,760.889,294.462632,168.896273,1.743453,0.819153,39324.0,221.943893,0.715729,0.983827,0.839737,0.753725,0.007611,0.001515,0.568102,0.990458,SIRA
37574.0,712.47,253.499316,188.904445,1.341945,0.666855,38001.0,218.725176,0.748113,0.988763,0.930174,0.862824,0.006747,0.002307,0.744464,0.99903,SEKER
158083.0,1508.225,582.502519,348.177759,1.673003,0.801699,159942.0,448.63964,0.771287,0.988377,0.873299,0.770193,0.003685,0.0008,0.593198,0.992422,BOMBAY
73343.0,1057.08,405.789281,232.136159,1.748066,0.820211,74096.0,305.586662,0.812323,0.989838,0.824808,0.753067,0.005533,0.001098,0.56711,0.991346,CALI
26821.0,616.335,238.468767,143.700258,1.659487,0.798047,27114.0,184.79599,0.760879,0.989194,0.887261,0.774927,0.008891,0.001978,0.600513,0.996543,DERMASON
40074.0,793.7559999999999,325.472314,157.626388,2.064834,0.874902,40557.0,225.884487,0.820768,0.988091,0.821331,0.694021,0.008122,0.001162,0.481665,0.994557,HOROZ
27332.0,626.434,234.392292,149.699644,1.56575,0.76948,27859.0,186.548072,0.719869,0.981083,0.875247,0.79588,0.008576,0.002122,0.633425,0.991785,DERMASON
80058.0,1124.684,404.421233,253.245847,1.596951,0.779668,81137.0,319.269497,0.729059,0.986702,0.795341,0.789448,0.005052,0.00121,0.623228,0.995265,BARBUNYA
35650.0,700.907,267.487201,170.159459,1.57198,0.771573,36035.0,213.051613,0.803797,0.989316,0.911903,0.796493,0.007503,0.001863,0.634401,0.997265,DERMASON
200116.0,1773.379,636.108126,402.325059,1.58108,0.774577,202634.0,504.772825,0.773419,0.987574,0.799629,0.793533,0.003179,0.000777,0.629695,0.995598,BOMBAY
64132.0,968.793,380.854177,215.968801,1.763469,0.823674,65166.0,285.754087,0.743404,0.984133,0.858663,0.8013238834930053,0.005939,0.001161,0.562947,0.992739,CALI
52516.0,866.461,336.28852,199.82693,1.682899,0.804308,53110.0,258.583541,0.691182,0.988816,0.87903,0.768934,0.006404,0.001381,0.591259,0.995029,SIRA
39488.0,741.696,245.021911,205.621579,1.191616,0.543828,40042.0,224.226856,0.746521,0.986165,0.902034,0.91513,0.006205,0.002684,0.837463,0.997934,SEKER
33162.0,675.641,249.835395,169.620015,1.472912,0.734206,33617.0,205.482772,0.8042,0.986465,0.91289,0.822473,0.007534,0.002127,0.676461,0.996368,DERMASON
36811.0,749.005,258.894626,181.479958,1.426574,0.713181,37610.0,216.493004,0.768946,0.978756,0.824552,0.836221,0.007033,0.002121,0.699265,0.997553,SIRA
151091.0,1464.044,536.354184,361.572197,1.483394,0.738613,153478.0,438.605787,0.76116,0.984447,0.885809,0.817754,0.00355,0.000979,0.668722,0.991978,BOMBAY
42595.0,777.527,285.048873,190.85709,1.49352,0.742759,43136.0,232.881168,0.76781,0.987458,0.885396,0.816987,0.006692,0.001839,0.667467,0.996876,SIRA
33215.0,674.529,251.366707,168.653824,1.49043,0.741505,33544.0,205.64691,0.71564,0.990192,0.917366,0.818115,0.007568,0.002091,0.669312,0.997563,DERMASON
45940.0,813.641,302.396241,194.271193,1.556568,0.766337,46422.0,241.852485,0.813846,0.989617,0.872038,0.799787,0.006582,0.001661,0.639659,0.995672,SIRA
64592.0,1000.066,344.369036,239.374257,1.438622,0.718904,65657.0,286.777071,0.78602,0.983779,0.81158,0.832761,0.005331,0.001582,0.693491,0.997671,BARBUNYA
